"repository_path","bytes","sha256"
"data/GSE47681_WT_sample_manifest.csv","1039","add525498b2943cd8cbad0ebe765cb81dfed213c7c6c65ba09b98c6a383fa4e1"
"data/gsema_mkh_random_effects.csv","174224","757b8b6a0d29493df6ae3c5a54a039be2cd19151287385bf6140b865d736b61c"
"data/gsema_software_failure_log.csv","996","0c86bd4fcd5133085805043816aaf1fe5264590933325261c042bc2337b034aa"
"data/hallmark_gsea_by_study.csv","202253","ef526a51fb1a9677cda6398aba0e8d5c7cbe5243bf8b39bdabaa6a183c058c42"
"data/leading_edge_pairwise_calibrated.csv","6058","3c3165653689e2e69c06e69b80b0c271dc0c6eb54806ecb5b72bde9363b8e776"
"data/matched_null_exchangeability_diagnostics.csv","12900","9ca3475e2c519a092a43edf786eeacf4a7a115a5e4cdc790880274a66d1ba679"
"data/matched_null_expansion_decision.csv","1191","0531784be7cce72b595e3c4843d5d15aac6aeb612082c654f958e6c878cd7de5"
"data/mtorc1_context_matrix.csv","40967","300def05cfe3bf12804491460839f1560e9dc192eb46d45336018c7b087bf59c"
"data/myc_deoverlap_results.csv","12610","0436a6cfff8a9546c056236f881490e497e95857de909227258fc3f8f489590f"
"data/myc_residual_models.csv","14014","b0004f604f291729880b807076fae246d9e69b4ef2967678cc899a8be7e99613"
"data/pathway_meta_mkh.csv","156008","6f64b58ca0acf704f7742928bdfe4c493cdad2391a55940ddfec89f36feb29c1"
"data/sign_identity_frozen_metric_reproduction_audit.csv","2825","3dfe791caff2303d4a6f8c019c4b367912070fb982617d9d828078a385785add"
"data/sign_identity_observed_metrics.csv","4840","acaaf723b7d7d25a6e9bbc2b898b1ac9e13f025b94acfb66b830f38178792654"
"data/sign_identity_permutation_null_draws.npz","1980421","01017dea02cd4a8bc08325345694c050bb2bd96968f679e525fb6aec6de5f25b"
"data/sign_identity_permutation_summary.csv","15399","a803bfdcd3c15454c6049c5daadd25a3b8a3eb2c4a5910e8b1de83ee6836c5da"
"data/sign_identity_primary_metric_multiplicity.csv","361","85f76111383e517e9c972cbaa556bc51ba56ea7d0bf606a0db7acdfe2519cd9b"
"data/sign_identity_study_direction_prevalence.csv","1745","bed66f2301434961c88e74d60f4f54cd2ef9a47410737c5ce4e352424345466f"
"docs/analysis_workflow.md","3403","ed390999a44af0e5cb4390bdd58c5f2275e2b368e9d3c22c8558864d9f1bc917"
"docs/FIGURE_ASSEMBLY_STATUS.md","1160","c67b0dd224d25492e38328f14446e00f3bd1e039f5b2528c01c878a0a446bb88"
"docs/figure_reproduction_map.md","4983","9fc1d29574abf5e13ced99cf11aa816ad65fc417fec03f28dc7e1ad9a5a5e586"
"docs/LICENSE_DECISION_GUIDE.md","621","0164bdfc4eba8b0cf1c4c04049352f9c578ed1437a71193e7d2cd5c720d3aa42"
"docs/repository_scope.md","2271","2b58d6c1f98ca9d603c7d9492902b614042beb6b3ad0c2ff48f873abe76dbdc3"
"environment/ENVIRONMENT.md","1437","b62fd3039099afaa63a0f39698eaeeb712895c2166815f10d59f646bdc4edbe6"
"environment/environment.yml","1155","29d4c0df5ef4e574ed516f24ba7312ff529b9eeee30a3bc20fdb2172b0435550"
"environment/R_sessionInfo_GSE47681.txt","1658","d93504aafddfa0e401cba8ef6eb3496662d8a3d1bc2c23ac0cdff261560303f5"
"environment/requirements.txt","571","6db70c46c19bfeb960d105a871997ae57a3546c4eee9904e8efee0925d0fbae4"
"environment/software_versions.csv","973","1ed56aca642df54e1ccad20e5b0b809ab789b06f71fa97cd692f62acaea6b1ee"
"LEGACY_IDENTIFIER_MAPPING.csv","697","2f5bfe8b3e6a6302e92d916f3c94989f7cea85f7919b638227c40eaa5a64da71"
"LICENSE","1144","70daa04af521172ca8a28e10ceaa8c7b9b4f1b00eed9e7b764555b6bb562f703"
"metadata/CODE_MANIFEST.csv","10898","0d5bc0807b1cfdee46c405824386219023f28eeef60c12847280a883cf834f7f"
"metadata/CODE_TO_OUTPUT_MAP.csv","5632","c0bb8270e73078b0d9181435a295e2bd7ce8479cb2956662f93d6175914ed9f4"
"metadata/GEO_ACCESSION_MANIFEST.csv","931","c1e92299b84b38591ab450a33cc9b15b4c857341627fc4ce1cf6eb075b3cbe85"
"provenance/effect_strength_calibration_protocol.md","450","d13f5fb4d51a4cdab56c8eb4cfb92afc884ebcd75f942a0f67bf23d2ce986fff"
"provenance/estimability_flow_figure_protocol.md","854","a928218b267986e61f067c3ecd3d665913cdf17c9a4a82161aa4fd09b02774fd"
"provenance/figure_provenance.json","942","8c197c770317e58ecd77e59a153a47c0239dce81205d7abccc694f3a156b335a"
"provenance/final_calibration_protocol_2026-07-29.md","3785","212c3295259e66051b4a0ba9275af7b3cca26d06fb34d05a9ce3ccd3199bd3ad"
"provenance/GSE205029_candidate_decision_protocol.md","1238","f5fcabdb99176117deadb36ae132b0130a9e3c9c839bf2cf7b3bffd69a8539ae"
"provenance/GSE205029_eligibility_provenance.json","2413","70835deaf3f8c90dab67a83d8beaeaf09dc2419148be9d76845a561de858f1c3"
"provenance/GSE47681_CEL_SHA256_manifest.csv","2081","835d6f0ced73e4c32fe27e8914d8bb16ab35429f2f3faf3c4a5d3b25cc5d9dea"
"provenance/GSE47681_hallmark_gsea_provenance.json","884","bba4a33a73f69db3e14acb85dfc9ec7735ada68fa1b69e719489a8e3774966b2"
"provenance/GSE47681_orthogonal_microarray_protocol.md","5023","c31b18a8ed749c7ffa42d9962e19624d857e42bee3ab1f30832e450442539b54"
"provenance/GSE47681_orthogonal_stress_test_audit.md","4664","0370476bdcb5cb787addc0393cd3395317656f8e25b42c9943edfff2e52631e3"
"provenance/GSE47681_R_sessionInfo.txt","1658","d93504aafddfa0e401cba8ef6eb3496662d8a3d1bc2c23ac0cdff261560303f5"
"provenance/GSE47681_stress_test_provenance.json","1565","d74b5447d65297ae78e2b05a7b765bc6f880192f8db9510d22fdfde208883f4f"
"provenance/legacy_figure_provenance_v5_3_7.json","18145","5e0a69ec8d8630b40d934958d428da2e5067c99c5e0930895adef7bd50e39e67"
"provenance/sign_identity_calibration_audit.md","2228","4e9587bdbe3af4589fda1ab918eb370d2c0e01db193bc316798e7ff965ca2903"
"provenance/sign_identity_calibration_protocol.md","5002","a2937eae7b4d95f8e1fc3be629f091f27411e07b4e3d12c8c5e00fd75b158efa"
"provenance/sign_identity_calibration_provenance.json","3805","56a424ad677d098bb710eccb56dd2f6c4cd5239073b6c654daa33fc0c8306046"
"README.md","5193","7e46b09dbccf311ab6d5c0f40ea12338f5fef0b4180789382f6045e24ba28acf"
"REPRODUCE.md","4534","54597030cc9072442da360e738e90b37c2fdb16d762e36e2bafd920835fa843c"
"scripts/00_build_sample_metadata.py","17881","44391c70d66c73ba6172609dbc13b8c7c9632eaaf2828b8b5c7664c05004d329"
"scripts/03b_qc_pseudobulk.py","39812","a1572004a91d0b55849da1b6a799b2ac90e773b3e491989a37bd9b660b73213e"
"scripts/03c_harmonize_pseudobulk.py","11528","043b2a2f3ae772223320d599dfdefa84d2b1da0dcda2eabf121633ab7bfee6df"
"scripts/05_pseudobulk_DE.R","10084","a19583492a61fcd891e19bac7e68a4300853e67e54d4c7e427e9275a32d3fdb8"
"scripts/06_meta_analysis.py","13487","affc9e7d654eb3789c6a68f51c6e4a6c863b57ef52f8eb4353ffc64de0d6e6fd"
"scripts/06e_hallmark_gsea.py","17034","a5cb82e79230b3deb04cbcf3059adf80ba2dd9423499c9cc6a6a80aff496ef25"
"scripts/06f_leading_edge_replicability.py","19761","6dce5f9cc240b522e8575c855a569cff1542bfd18ff5b3780581d566620211d6"
"scripts/10_metaneighbor_replicability.R","2554","ec8e9b95b545df978ae8b91fcea8fc706b7c5636879e495e8183d851d9cff51d"
"scripts/17_audit_geo_candidates.py","12252","5eb1df4c196113ca71d746b2eb05c4f84437ac77f791f2328815f6aafa55cfe6"
"scripts/21_reproducibility_metric_calibration.py","22663","3f4ce844e66108e99ffa2bc3294b96a358a71e7faa8a60658e1c16c42b3a4ce6"
"scripts/22_pathway_score_DE.R","4015","6eb05d97071d268f106b46e63287ecb64abd09b4c4df902e9752b6a3538da2c2"
"scripts/22_sample_level_pathway_scores.py","8644","7c5743fd15ab09ebf674eef8b8c05bf6244f34a9bd670b5804f6ff18ca1fedf5"
"scripts/23_pathway_effect_meta.py","5458","d772168e481ff65c45bb410fd466f11c329bd230036ed7c7d23cc72dd9341dba"
"scripts/24_gsema_benchmark.R","5602","5eccba53cf12fab8a4203827e6db3c889ccb66eb06c71ab9eb81fa9b3ca0072b"
"scripts/25_gsema_mkh_meta.py","3185","4d7c0249c3febcb3d727186a94f2e70ea0b32669b4c6b50864982f8e1f81657d"
"scripts/26_matched_gene_set_null_pilot.py","26420","ee1ab31af369e7b3eaeaac43a679ca5d062c798cb9397105ba513852ed5bcb8c"
"scripts/28_hallmark_myc_stability_audit.py","32317","2078940bbb7f325b9958c61029d51461f1021d31db1b6211d260e93cf9ae6633"
"scripts/29_composition_ontology_sensitivity.py","21281","529ee8d72276edbf66985945296bfb0e06ef8344f0d0689d4e941e5a860fc378"
"scripts/30_mtorc1_context_matrix.py","15390","c23cbad145cdb139a20208f7d175bfdfab9afab0e3987485b0ca0219730b101c"
"scripts/65_audit_gse205029_temporal_eligibility.py","7847","04a3d75c354e821cc3b5fc5729a558f5e73ed040e0742a3c843a2686767044fe"
"scripts/67_postlock_sign_identity_calibration.py","23731","1f24a0bc112cb0dfd9a29a6e95a415ce24863f0690d1e12fcf84d38af86773d3"
"scripts/68_gse47681_raw_rma_limma.R","11901","0da865abcc4f85e31fef9fc0f5b7f42f621ddb42f3a7b431f1d0819e49a36b3d"
"scripts/69_gse47681_hallmark_stress_test.py","12642","c46e8d3bce15a5b31c7a9e02abf505c4d03397df3cdc7688a0edea0782f8a16e"
"scripts/70_effect_strength_calibration.py","10226","036cc5381644e8d77c72482973456f66d12682c6e2007875e896eec761cdc244"
"scripts/72_build_v5_3_3_figures.py","261","617a03cbecb5ceb0699e726ff673593ad287c72b81fc09a4959f283c39a5c12d"
"scripts/legacy/72_build_v5_3_3_figures.py","17890","7a5ba14bf7d3741c366a84e9ec4da7fdc3a3c90e6175bb092d412202fbd0d16f"
"scripts/legacy/README.md","471","0799bbff53a948f34f92c86988f75ee1882c0671b0e97f600d28036ba802e4ce"
"tables/Supplementary_Table_S1_Analytical_Samples.csv","21539","2d8a91e8ecf394a96bd5bf652d6b04b4f66070378154aefd6296718fc1a41503"
"tables/Supplementary_Table_S2_Dataset_Disposition.csv","3322","f3104deae4c2508fd473be2c64f3129a6a3d6a40b7311ffa496481f435b00231"
"tables/Supplementary_Table_S3_Reconstruction_Parameters.csv","3900","1b7f4fcece7022871a57dda4da615122e943bb73b37578d30c6ebd2a36bc1b32"
"THIRD_PARTY_DATA.md","3013","2789bb4efe570d023dd5ad355d2349ee05041aa48e98d17fee1c489293a1eafa"
