method,contrast_id,pathway,k,estimate,se_hksj,ci_low,ci_high,p,tau2,i2,q,q_p,prediction_low,prediction_high,max_weight_fraction,direction_concordance,all_study_effects_same_sign,study_effects,meta_fdr
GSVA,change_d7_minus_d1,HALLMARK_DNA_REPAIR,3,-0.45040566733118959,0.51176045197785891,-2.6523331730115425,1.7515218383491635,0.47163092983681137,0,0,1.0234474756554002,0.59946137347320816,-6.9529387460391625,6.0521274113767838,0.38441201066480241,0.66666666666666663,False,GSE162610:-1.20760539961;GSE234774:-0.267422869658;GSE304399:0.00936280817064,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,-0.3723085293057663,0.50998159151093969,-2.5665822161422858,1.8219651575307534,0.54129436835550926,0,0,1.1565828192594969,0.5608558212388296,-6.8522390427239763,6.1076219841124431,0.38447839952955337,0.66666666666666663,False,GSE162610:0.369536366742;GSE234774:-0.38383982399;GSE304399:-0.956897673074,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_ESTROGEN_RESPONSE_EARLY,3,-0.90007367943208061,0.52842011782570797,-3.1736819418493956,1.3735345829852341,0.23061864906813495,0,0,1.1481802994723247,0.56321707896223983,-7.614287883239081,5.8141405243749205,0.38382280079891656,1,True,GSE162610:-0.696934644931;GSE234774:-0.252841045606;GSE304399:-1.58265380727,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_ESTROGEN_RESPONSE_LATE,3,-0.40586410822190844,0.51112098971460251,-2.6050402298496897,1.7933120134058727,0.51040798081371852,0,0,0.4722395163843825,0.78968609689036584,-6.900272048491888,6.0885438320480718,0.38443579530339039,1,True,GSE162610:-0.00112154939125;GSE234774:-0.283863662433;GSE304399:-0.827578400542,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_FATTY_ACID_METABOLISM,3,0.12323121601178803,0.5068900301093815,-2.057740555721129,2.3042029877447052,0.83057874859325553,0,0,0.092885232260861456,0.95461933874988647,-6.3174172852837689,6.5638797173073442,0.38459546709509468,0.66666666666666663,False,GSE162610:0.0769919591723;GSE234774:-0.0596184816526;GSE304399:0.306517802961,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_G2M_CHECKPOINT,3,0.094590488380084423,0.5067014250897427,-2.0855697814502392,2.2747507582104083,0.86913327160719267,0,0,0.12182114191799248,0.94090738045835109,-6.3436615589216716,6.5328425356818398,0.38460267923218283,0.66666666666666663,False,GSE162610:0.0814163250941;GSE234774:-0.136895283691;GSE304399:0.290328943737,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_GLYCOLYSIS,3,-0.47104503031076306,0.51337462995198135,-2.6799177832577752,1.7378277226362493,0.45571760342013717,0,0,0.063623667352611352,0.9686888395490425,-6.9940881848385592,6.0519981242170333,0.38435237122839871,1,True,GSE162610:-0.584424187625;GSE234774:-0.279429564601;GSE304399:-0.533703675545,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_HEDGEHOG_SIGNALING,3,-0.094340730250637439,0.50665831270259309,-2.2743155024507065,2.0856340419494312,0.86946200177234156,0,0,0.027345013346122791,0.98642053751449899,-6.5320449827346048,6.3433635222333296,0.38460432896741792,1,True,GSE162610:-0.0318499299479;GSE234774:-0.0244422602771;GSE304399:-0.200257093748,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_HEME_METABOLISM,3,0.26762119208782575,0.50867916356095277,-1.9210485995743807,2.4562909837500322,0.65132974442102209,0,0,0.13570357493901589,0.93439895294807662,-6.1957604051437345,6.731002789319386,0.38452745504546876,1,True,GSE162610:0.206574095625;GSE234774:0.0490144697043;GSE304399:0.49142737983,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_HYPOXIA,3,-0.54008018782860656,0.51524916363619733,-2.7570184082490181,1.676858032591805,0.40454260627107413,0,0,0.20470402695025813,0.90271172904045549,-7.0869415511329068,6.0067811754756937,0.38428382280269996,1,True,GSE162610:-0.372270650441;GSE234774:-0.340092483017;GSE304399:-0.83473051984,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_IL2_STAT5_SIGNALING,3,-0.24232868036134869,0.50819611574442247,-2.4289200850171615,1.9442627242944641,0.68049578701031388,0,0,0.068697669779868464,0.96623438957523922,-6.6995725731387132,6.214915212416015,0.38454574598660757,1,True,GSE162610:-0.112421009512;GSE234774:-0.16411483889;GSE304399:-0.408874886432,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_IL6_JAK_STAT3_SIGNALING,3,0.13363886929977298,0.50703118182650864,-2.04794022925415,2.3152179678536959,0.81678181616801748,0,0,0.15335477088889646,0.92618860733866659,-6.3088031346124636,6.5760808732120095,0.38459007487066149,0.66666666666666663,False,GSE162610:0.326565620139;GSE234774:-0.155358271105;GSE304399:0.21050340002,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_INFLAMMATORY_RESPONSE,3,0.10351720522320113,0.50678015086223205,-2.0769817942670254,2.2840162047134278,0.85704662093162665,0,0,0.14212273913239726,0.93140473046935268,-6.3357351478618176,6.5427695583082199,0.38459966781735672,0.66666666666666663,False,GSE162610:0.164762219;GSE234774:-0.174483954375;GSE304399:0.276933637039,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_INTERFERON_ALPHA_RESPONSE,3,0.9391421062595352,0.75153091950805928,-2.2944344560529393,4.1727186685720099,0.33784131250044019,0.85968220543207963,50.767985372646386,4.0623972330573439,0.13117819452802237,-14.22591913343819,16.104203345957259,0.35738762678717856,0.66666666666666663,False,GSE162610:0.668745290374;GSE234774:-0.254722970423;GSE304399:2.2555738169,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_INTERFERON_GAMMA_RESPONSE,3,0.64891265289857347,0.57021480337181663,-1.8045236273727259,3.102348933169873,0.37307586893208683,0.17197006153342034,14.480974027978538,2.3386608737268864,0.310574821114738,-8.3097725352218106,9.6075978410189578,0.37476113225157953,0.66666666666666663,False,GSE162610:0.362455446073;GSE234774:-0.229208055314;GSE304399:1.62038396401,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_KRAS_SIGNALING_UP,3,0.20948895127092967,0.50785595821733687,-1.9756388736724235,2.3946167762142827,0.71998884443530087,0,0,0.20609673481685578,0.90208334099293996,-6.2434328303247337,6.6624107328665936,0.38455865799365591,0.66666666666666663,False,GSE162610:0.521066322593;GSE234774:-0.0633886029691;GSE304399:0.178521676363,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_MITOTIC_SPINDLE,3,0.1504114645980992,0.5070151925797991,-2.0310988377798225,2.3319217669760208,0.79469764333582182,0,0,0.30287528371481781,0.85947147564674931,-6.2918273766718684,6.5926503058680677,0.38459068545690828,0.66666666666666663,False,GSE162610:-0.23512316388;GSE234774:0.175850817431;GSE304399:0.438517748935,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_MTORC1_SIGNALING,3,-0.87848538913253327,0.52965375014527261,-3.1574015430171301,1.4004307647520635,0.23905792282283725,0,0,0.41575704871186547,0.8123057060776806,-7.6083743777610842,5.8514035994960167,0.38378139244219961,1,True,GSE162610:-1.22945407959;GSE234774:-0.388694203722;GSE304399:-0.989935561319,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_MYC_TARGETS_V1,3,-0.87643073484534029,0.52717413223919718,-3.1446779539776255,1.3918164842869452,0.23830548388747139,0,0,0.94886479773098964,0.62223813932423777,-7.5748131906918115,5.8219517210011311,0.38386492255779064,1,True,GSE162610:-1.64592789452;GSE234774:-0.522555892174;GSE304399:-0.542876568492,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_MYC_TARGETS_V2,3,-1.1784738076728218,0.54408062129149415,-3.5194637780764522,1.1625161627308085,0.16267441182488732,0,0,0.99017752120820113,0.60951680381549989,-8.0916735747876753,5.7347259594420308,0.38331807379208438,1,True,GSE162610:-1.94427414245;GSE234774:-0.598469594922;GSE304399:-1.02901945338,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_NOTCH_SIGNALING,3,-0.17955862446955362,0.50732653534506411,-2.3624085266463304,2.0032912777072234,0.75722055112582587,0,0,0.08052551073550665,0.96053701973363614,-6.6257534506581051,6.266636201718998,0.38457880662119914,1,True,GSE162610:-0.323895523656;GSE234774:-0.259275946593;GSE304399:-0.000287544152996,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,3,-0.25963567038115765,0.50834538825621467,-2.4468693428173096,1.9275980020549945,0.66032120499355573,0,0,0.25602276200569674,0.87984336558781195,-6.7187762502548365,6.1995049094925205,0.38454008804519407,0.66666666666666663,False,GSE162610:-0.558268289288;GSE234774:-0.345667685724;GSE304399:0.0481939542635,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_P53_PATHWAY,3,-0.084635686251612968,0.50656817826876854,-2.2642226412839417,2.0949512687807159,0.88267493985563195,0,0,0.032886837108933475,0.98369103647688028,-6.5211946721656266,6.3519232996624,0.38460777942201058,0.66666666666666663,False,GSE162610:-0.117997788971;GSE234774:-0.189573242172;GSE304399:0.0260075957998,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_PANCREAS_BETA_CELLS,3,-0.3711816700843476,0.51027126377990828,-2.5667017160996775,1.8243383759309824,0.54259706066567426,0,0,0.60088222757092735,0.74049150761616866,-6.8547928186584652,6.1124294784897693,0.38446754075960715,0.66666666666666663,False,GSE162610:0.0855620130823;GSE234774:-0.235184431701;GSE304399:-0.845670721115,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_PEROXISOME,3,0.34193887036918691,0.5101578873405912,-1.8530933562000262,2.5369710969383998,0.57172044671781463,0,0,0.4819437571395197,0.78586372568955243,-6.1402316939547088,6.8241094346930833,0.3844717886046356,0.66666666666666663,False,GSE162610:0.809985390832;GSE234774:-0.0910815562106;GSE304399:0.313900988841,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_PI3K_AKT_MTOR_SIGNALING,3,-0.24451869706794147,0.50817309168963187,-2.4310110372115594,1.9419736430756767,0.67789358217182716,0,0,0.27872066651667687,0.86991451284570309,-6.7014700414912793,6.2124326473553966,0.38454661912663363,0.66666666666666663,False,GSE162610:-0.617911976347;GSE234774:-0.21290230674;GSE304399:0.028982266596,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_PROTEIN_SECRETION,3,-0.25211394131380965,0.5080934898280145,-2.4382637822902464,1.9340358996626272,0.66892376267104536,0,0,0.90841766630709997,0.63495012076340251,-6.7080538481860561,6.2038259655584369,0.38454963878951143,0.66666666666666663,False,GSE162610:-0.94751752586;GSE234774:-0.130883683723;GSE304399:0.207352335373,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,-0.29736433499625703,0.50903069321321948,-2.4875466366763765,1.8928179666838627,0.6182142067724008,0,0,0.049203919865473233,0.97569820172362065,-6.7652125399603547,6.1704838699678399,0.38451417724597814,1,True,GSE162610:-0.134127293425;GSE234774:-0.329544224785;GSE304399:-0.402254900372,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_SPERMATOGENESIS,3,-0.17222223779571186,0.50729408240080354,-2.3549325062232773,2.010488030631854,0.76657461090658463,0,0,0.30249759205904997,0.85963379857563194,-6.6180047102301973,6.273560234638774,0.38458004378335725,0.33333333333333331,False,GSE162610:0.0850569293997;GSE234774:0.00909788524571;GSE304399:-0.523154066367,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3,-0.35832145971421259,0.51002956664903243,-2.5528015669096069,1.8361586474811817,0.55509624406947555,0,0,0.29535799927667356,0.86270800007958848,-6.8388615550592755,6.1222186356308503,0.38447659982072374,0.66666666666666663,False,GSE162610:0.0517310516104;GSE234774:-0.479403976893;GSE304399:-0.589633057649,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3,-1.0106220373459149,0.53482602868231,-3.31179270959692,1.2905486349050901,0.1993888508143381,0,0,0.84751823351026245,0.65458154064496399,-7.8062310560185857,5.7849869813267549,0.383610920795525,1,True,GSE162610:-1.71617916825;GSE234774:-0.50353951399;GSE304399:-0.851166748198,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_UV_RESPONSE_DN,3,-0.27483175571615354,0.50881124151181722,-2.4640698329341868,1.9144063215018798,0.64319906351259792,0,0,0.32341327150111421,0.85069073018506047,-6.7398915624325317,6.1902280510002248,0.38452246299789766,0.66666666666666663,False,GSE162610:-0.692294015655;GSE234774:0.0170087595264;GSE304399:-0.174294895767,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_UV_RESPONSE_UP,3,-0.24774774894027241,0.50815522413553826,-2.4341632112034959,1.9386677133229511,0.6740788633954099,0,0,0.062805253164591152,0.96908531500882722,-6.7044720645631628,6.2089765666826171,0.38454729679972699,1,True,GSE162610:-0.0605062001975;GSE234774:-0.36478884541;GSE304399:-0.303924269328,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,3,0.32281769156446743,0.50943165184767147,-1.8690897958786936,2.5147251790076286,0.59109226983775875,0,0,0.55869405812751372,0.75627740743020755,-6.1501251758997135,6.7957605590286487,0.38449906638456649,0.66666666666666663,False,GSE162610:-0.0132691018029;GSE234774:0.0586419361067;GSE304399:0.803263798613,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_XENOBIOTIC_METABOLISM,3,0.29230805867499327,0.50925891276637858,-1.8988561924885083,2.4834723098384948,0.62392504879581367,0,0,0.43527916893148511,0.80441531320119219,-6.1784399506563421,6.7630560680063283,0.38450557194523538,0.66666666666666663,False,GSE162610:0.692572542204;GSE234774:-0.159854466335;GSE304399:0.333845760193,0.98074993317292436
GSVA,change_d7_minus_d1,HALLMARK_ADIPOGENESIS,3,-0.040212498070799789,0.50640602664360868,-2.2191017709705014,2.1386767748289022,0.9439386375540405,0,0,0.132881433122473,0.9357183868157446,-6.4747111522372292,6.394286156095629,0.38461399147671255,0.66666666666666663,False,GSE162610:-0.172659493873;GSE234774:-0.199178688927;GSE304399:0.19291942347,0.98434291917184702
GSVA,change_d7_minus_d1,HALLMARK_KRAS_SIGNALING_DN,3,0.039471557714574529,0.50641301262137095,-2.1394477734214159,2.2183908888505646,0.94496920240497317,0,0,0.85769407810728904,0.65125953883802823,-6.3951158617155839,6.4740589771447334,0.38461372371828928,0.33333333333333331,False,GSE162610:0.691778141956;GSE234774:-0.0144496194378;GSE304399:-0.439240127207,0.98434291917184702
GSVA,change_d7_minus_d1,HALLMARK_MYOGENESIS,3,0.059932234516815362,0.50646295611224057,-2.1192019861164986,2.2390664551501289,0.91661600233919194,0,0,1.1182580480854034,0.57170678993227941,-6.3752897771335721,6.4951542461672034,0.38461180981176163,0.33333333333333331,False,GSE162610:0.856212313839;GSE234774:-0.198666851686;GSE304399:-0.370219056751,0.98434291917184702
GSVA,change_d7_minus_d1,HALLMARK_E2F_TARGETS,3,0.0066743143140561029,0.50637399721635812,-2.1720771470830535,2.1854257757111655,0.99068031143991042,0,0,0.50742316619814298,0.77591555693789305,-6.4274173673921453,6.4407659960202572,0.38461521924359243,0.33333333333333331,False,GSE162610:-0.314438820891;GSE234774:-0.240706741577;GSE304399:0.461469984954,0.99068031143991031
GSVA,change_d7_minus_d1,HALLMARK_TGF_BETA_SIGNALING,3,-0.014640098735873767,0.50637562181582374,-2.1933985502203091,2.1641183527485617,0.97956072517764581,0,0,1.3256465432888196,0.51539418071302356,-6.4487524229354989,6.4194722254637515,0.3846151569630149,0.66666666666666663,False,GSE162610:-0.690091250891;GSE234774:-0.212059101821;GSE304399:0.683656697099,0.99068031143991031
GSVA,injury_d1_vs_uninjured,HALLMARK_ALLOGRAFT_REJECTION,3,2.6166999882365665,0.71622311816758777,-0.46495936625687628,5.6983593427300097,0.067429060980254876,0.43382307886833193,28.189978128527677,2.7851265713017863,0.24843767104495304,-9.7468918787919421,14.980291855265076,0.33333333333333331,1,True,GSE162610:1.47833205616;GSE234774:2.43287963596;GSE304399:3.93888827259,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_ANDROGEN_RESPONSE,3,2.3624209556156757,0.80626611701579165,-1.1066621536668193,5.8315040648981711,0.099411560976602878,0.97372545376068032,49.929640643650281,3.9943791610642156,0.13571616712235779,-13.828846535468507,18.553688446699859,0.33333333333333331,1,True,GSE162610:0.75381004054;GSE234774:3.26405731592;GSE304399:3.06939551039,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_ANGIOGENESIS,3,2.4548935186496634,0.89548797590575258,-1.3980802653390434,6.3078673026383703,0.1112863238485871,1.4206375105231674,59.053072829706984,4.8843714002817764,0.086970552021177747,-16.487736334448684,21.397523371748008,0.33333333333333337,1,True,GSE162610:1.93849531047;GSE234774:4.19825112566;GSE304399:1.22793411982,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,1.2846545423591325,0.51608618833512732,-0.93588510466699804,3.5051941893852629,0.13052563258927197,0,0,0.30997322899954716,0.85642664110588851,-5.272842228139007,7.842151312857272,0.33333333333333331,1,True,GSE162610:1.29337868208;GSE234774:0.928464922312;GSE304399:1.63212002269,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_COAGULATION,3,1.3978967113770551,0.52400356647715951,-0.85670866432434889,3.6525020870784592,0.11647095923637348,0,0,0.49406399263540524,0.78111570030542343,-5.2601998867674604,8.0559933095215701,0.33333333333333331,1,True,GSE162610:0.877071847848;GSE234774:1.66509430274;GSE304399:1.65152398354,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_COMPLEMENT,3,2.1840309688506765,0.65428455275546515,-0.63112824809553159,4.9991901857968841,0.079227265120384749,0.31157903899140282,24.261275743994016,2.6406571006395088,0.26704754899339472,-8.7438023706994805,13.111864308400833,0.33333333333333337,1,True,GSE162610:1.02081826374;GSE234774:3.28473940155;GSE304399:2.24653524126,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_E2F_TARGETS,3,2.0741315259306936,0.57288871296222876,-0.39080965873889584,4.5390727106002835,0.068539509194262563,0,0,1.2024061377890676,0.54815177489451439,-5.205109752011003,9.3533728038723893,0.33333333333333331,1,True,GSE162610:1.46454587276;GSE234774:1.81923586331;GSE304399:2.93861284172,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,2.2745633171830804,0.88288380338007066,-1.5241790894817679,6.0733057238479287,0.12338997292532021,1.4136557110939967,60.452643592481856,5.0572280467773325,0.079769502370002604,-16.542375787730574,21.091502422096735,0.33333333333333337,1,True,GSE162610:2.05543574027;GSE234774:3.90150601495;GSE304399:0.866748196325,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_G2M_CHECKPOINT,3,1.9364121610300387,0.55754648424947117,-0.4625167413881639,4.335341063448241,0.073837656788905096,0,0,1.6259761426676573,0.44353078258429635,-5.1478876177781414,9.0207119398382183,0.33333333333333331,1,True,GSE162610:0.953905648508;GSE234774:2.24278044627;GSE304399:2.61255038832,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_GLYCOLYSIS,3,1.4316818436148806,0.51933935552179711,-0.8028550520873059,3.6662187393170669,0.11024839327721622,0,0,1.3604253319282709,0.50650926362998439,-5.167150335198091,8.0305140224278517,0.33333333333333331,1,True,GSE162610:1.53652209066;GSE234774:2.11556582543;GSE304399:0.642957614749,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_IL2_STAT5_SIGNALING,3,2.4468467936669764,0.63224522569860131,-0.27348485255617527,5.1671784398901277,0.060746163405346096,0.13281341512037501,11.075148641230525,2.2490900681193735,0.32480020677909033,-6.8256138734228919,11.719307460756845,0.33333333333333331,1,True,GSE162610:1.39025340247;GSE234774:3.57673294854;GSE304399:2.37355402999,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_IL6_JAK_STAT3_SIGNALING,3,3.7471413874511299,0.88340141106337222,-0.053828105325214981,7.5481108802274743,0.051337296334214313,0.84117343730112737,35.929248878316365,3.1215491702314924,0.20997336595039881,-12.433059113831415,19.927341888733675,0.33333333333333331,1,True,GSE162610:1.98590834489;GSE234774:4.74915719434;GSE304399:4.50635862313,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_INFLAMMATORY_RESPONSE,3,2.9105216947118668,0.64634184151988372,0.12953720594504503,5.6915061834786886,0.045943485436285403,0,0,1.6890079460442473,0.42977048310243504,-5.3020300731959535,11.123073462619686,0.33333333333333337,1,True,GSE162610:1.72733902595;GSE234774:3.59405531686;GSE304399:3.41017074133,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_KRAS_SIGNALING_UP,3,1.8332294547574701,0.72816832389973363,-1.299825971786809,4.9662848813017497,0.1281388758532658,0.72867287704426298,45.808680435785035,3.6906279752609907,0.15797571068248667,-12.423234095220295,16.089693004735235,0.33333333333333337,1,True,GSE162610:0.768893090388;GSE234774:3.22625673908;GSE304399:1.5045385348,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_MTORC1_SIGNALING,3,2.0106470071267064,0.5745494226951432,-0.46143963480852879,4.4827336490619416,0.072845211749434438,0,0,0.27588478294456131,0.87114887590443202,-5.2896955886887582,9.3109896029421719,0.33333333333333331,1,True,GSE162610:2.35358785954;GSE234774:1.61917443988;GSE304399:2.05917872197,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_MYC_TARGETS_V1,3,2.3110160472428367,0.65123031299341338,-0.49100183665386998,5.1130339311395439,0.071048961350463249,0.27420607850434259,21.551950907442748,2.5494579191386797,0.27950671557620793,-8.3068941122475799,12.928926206733255,0.33333333333333337,1,True,GSE162610:3.46726389275;GSE234774:2.25214248445;GSE304399:1.21364176453,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_MYC_TARGETS_V2,3,2.7687803345605064,0.8103174974347026,-0.71773445774066946,6.2552951268616823,0.076013799901813617,0.88716734170818123,45.037455850392796,3.6388417438538339,0.16211961177090844,-13.018553973325643,18.556114642446655,0.33333333333333331,1,True,GSE162610:3.87925426445;GSE234774:3.23578553614;GSE304399:1.1913012031,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_PI3K_AKT_MTOR_SIGNALING,3,2.4155326554193719,0.85590735549335772,-1.2671394641067666,6.0982047749455104,0.10596836449305942,1.2183256919272711,55.435587160221154,4.4878858994295356,0.10603957031051815,-15.331824835382257,20.162890146221002,0.33333333333333337,1,True,GSE162610:0.777251392082;GSE234774:3.6645082324;GSE304399:2.80483834178,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,3,1.5805436293508996,0.52678600162253486,-0.68603359852410439,3.8471208572259039,0.095446651947780126,0.00067055671487420356,0.080546257092217188,2.001612223727713,0.36758300868436972,-5.1209892743912704,8.2820765330930701,0.33333333333333331,1,True,GSE162610:1.16676264979;GSE234774:2.62654045896;GSE304399:0.948327779302,0.31077531568874278
GSVA,injury_d1_vs_uninjured,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3,4.1476790329888065,1.2506360171340538,-1.2333734400560248,9.5287315060336368,0.080141001505059151,3.2082853337776802,68.373826626668361,6.3238760389724336,0.042343598789970016,-23.610001009088421,31.905359075066038,0.33333333333333331,1,True,GSE162610:1.86858174704;GSE234774:6.17972866361;GSE304399:4.39472668831,0.31077531568874278
